origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.2,70.63059086879952
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.25,71.1747019772584
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.3,71.66685208221934
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.35,72.12589769911091
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.4,72.5641681820045
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.45,72.99069988034792
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.5,73.4128835716882
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.55,73.8374762018481
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.6,74.27139065521536
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.65,74.72251986892118
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.7,75.2008685223964
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.75,75.72047254449862
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.8,76.30324675941661
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.85,76.98813089400741
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.9,77.85849861348085
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.95,79.1664143411793
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.975,80.31839052593993
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.99,81.67864111569203
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.01,52.61551502236759
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.025,53.57546687559159
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.05,54.41481472005912
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.1,55.39856266721706
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.15,56.072140176084524
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.2,56.613211100543836
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.25,57.08148804365289
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.3,57.50525807206312
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.35,57.900703676167
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.4,58.27841409687992
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.45,58.64615851178679
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.5,59.01029980568908
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.55,59.37666419132491
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.6,59.751221800284895
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.65,60.14079897191204
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.7,60.55405858278429
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.75,61.003164933757716
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.8,61.50712317499507
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.85,62.09972031288482
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.9,62.85333087330587
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.95,63.98688303770702
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.975,64.98635410628631
2025-02-19,ILI incidence,2025-03-09,4,LT,quantile,0.99,66.16779800149833
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.01,12444.133878374292
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.025,12862.379048983994
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.05,13233.318567544906
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.1,13674.283174540877
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.15,13980.071024616283
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.2,14227.970770570731
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.25,14444.146822271308
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.3,14641.077180058355
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.35,14825.958285430694
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.4,15003.55047093364
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.45,15177.397303271096
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.5,15350.454327430081
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.55,15525.484467262111
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.6,15705.378569867791
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.65,15893.504147809175
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.7,16094.1992718722
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.75,16313.624757141532
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.8,16561.487460765165
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.85,16855.158555538113
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.9,17232.072760490308
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.95,17806.274984683274
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.975,18319.780960410695
2025-02-19,ILI incidence,2025-02-16,1,LU,quantile,0.99,18935.489737301003
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.01,7863.954544237785
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.025,8130.4134491170735
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.05,8366.792322062054
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.1,8647.86278906628
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.15,8842.814238671768
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.2,9000.884770464052
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.25,9138.744957367282
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.3,9264.34605507506
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.35,9382.274454768714
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.4,9495.564569162392
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.45,9606.475782607613
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.5,9716.893161731692
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.55,9828.57955239309
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.6,9943.380077137841
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.65,10063.444769047243
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.7,10191.544017403841
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.75,10331.612993397406
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.8,10489.852739271766
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.85,10677.36172879802
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.9,10918.059511756568
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.95,11284.825922548664
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.975,11612.903055573423
2025-02-19,ILI incidence,2025-02-23,2,LU,quantile,0.99,12006.373592771832
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.01,5631.836317239314
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.025,5824.215516268328
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.05,5994.919413991027
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.1,6197.947714550477
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.15,6338.799766740303
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.2,6453.023575544529
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.25,6552.656157463881
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.3,6643.439411498267
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.35,6728.685822899036
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.4,6810.587400020024
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.45,6890.776708488058
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.5,6970.616283852591
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.55,7051.3807814924685
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.6,7134.404826360405
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.65,7221.244082167429
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.7,7313.903575637983
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.75,7415.231862259776
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.8,7529.718324836287
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.85,7665.398845001494
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.9,7839.594218143544
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.95,8105.085197854085
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.975,8342.628398561686
2025-02-19,ILI incidence,2025-03-02,3,LU,quantile,0.99,8627.58973205517
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.01,4362.303055868396
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.025,4528.829928564073
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.05,4677.126919545375
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.1,4854.139284160781
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.15,4977.337330302962
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.2,5077.476980165319
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.25,5164.991694691283
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.3,5244.867130480199
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.35,5319.9856649753265
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.4,5392.260189534466
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.45,5463.120867920245
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.5,5533.767010150681
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.55,5605.326543122773
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.6,5678.9866463139315
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.65,5756.137452614122
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.7,5838.5771556356885
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.75,5928.867422770404
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.8,6031.0536996221845
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.85,6152.388937745632
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.9,6308.529771182946
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.95,6547.271644504532
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.975,6761.6481213971265
2025-02-19,ILI incidence,2025-03-09,4,LU,quantile,0.99,7019.746774728788
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.01,5669.602298868704
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.025,5739.310274250013
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.05,5799.948008799361
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.1,5870.654841626576
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.15,5918.846662270015
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.2,5957.429936896309
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.25,5990.7313017641245
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.3,6020.795546132044
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.35,6048.789191744246
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.4,6075.472744550366
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.45,6101.4014040534985
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.5,6127.026993801948
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.55,6152.760192146831
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.6,6179.018641644396
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.65,6206.276592052347
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.7,6235.132487242353
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.75,6266.423044439399
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.8,6301.451356225262
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.85,6342.528300505919
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.9,6394.593039723437
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.95,6472.547906273629
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.975,6540.9311923294445
2025-02-19,ILI incidence,2025-02-16,1,MT,quantile,0.99,6621.350300294766
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.01,5307.550158174635
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.025,5373.32448115626
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.05,5430.54551909113
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.1,5497.274246144091
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.15,5542.758330643954
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.2,5579.175843723634
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.25,5610.60942534171
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.3,5638.98862955635
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.35,5665.414291052669
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.4,5690.604137210908
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.45,5715.082182330184
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.5,5739.2749180144965
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.55,5763.5700469886915
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.6,5788.361898688441
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.65,5814.098304127875
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.7,5841.344426318158
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.75,5870.8905106942375
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.8,5903.9673446129955
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.85,5942.757676492876
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.9,5991.926991136266
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.95,6065.55251595867
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.975,6130.143783729473
2025-02-19,ILI incidence,2025-02-23,2,MT,quantile,0.99,6206.110256582105
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.01,5001.102730050576
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.025,5063.575032123356
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.05,5117.928382225081
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.1,5181.318671334414
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.15,5224.530691308399
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.2,5259.131071448595
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.25,5288.997645991268
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.3,5315.963248768119
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.35,5341.07358543877
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.4,5365.010484191737
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.45,5388.2717925543475
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.5,5411.262750267422
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.55,5434.351788789353
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.6,5457.9136872222325
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.65,5482.3741260653815
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.7,5508.2703687051135
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.75,5536.353707544662
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.8,5567.794328515724
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.85,5604.667597868003
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.9,5651.409652065959
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.95,5721.4063105957075
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.975,5782.819548952593
2025-02-19,ILI incidence,2025-03-02,3,MT,quantile,0.99,5855.054875073728
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.01,5385.165381101947
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.025,5455.821333130712
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.05,5517.330276279165
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.1,5589.107126325329
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.15,5638.061327371131
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.2,5677.274150424057
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.25,5711.132503001876
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.3,5741.71037521399
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.35,5770.19142987576
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.4,5797.347764653378
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.45,5823.743450922092
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.5,5849.837958672504
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.55,5876.049368281423
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.6,5902.803326065149
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.65,5930.583665971028
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.7,5960.001440433507
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.75,5991.911544095495
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.8,6027.64601317049
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.85,6069.567924573675
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.9,6122.729661178377
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.95,6202.380933140666
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.975,6272.305048637742
2025-02-19,ILI incidence,2025-03-09,4,MT,quantile,0.99,6354.598537458853
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.01,74.48176699147217
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.025,75.1322523127591
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.05,75.69618766819204
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.1,76.35155534434558
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.15,76.79688968582866
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.2,77.15265519897946
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.25,77.459166640559
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.3,77.73544775711105
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.35,77.99233176457655
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.4,78.23686449469963
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.45,78.47417321449524
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.5,78.70841339276646
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.55,78.94334396464477
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.6,79.18276853972623
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.65,79.43098644723506
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.7,79.69340235660673
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.75,79.97755096863064
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.8,80.29514153314544
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.85,80.66690456713053
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.9,81.13708357005375
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.95,81.83894361319199
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.975,82.45255752439326
2025-02-19,ILI incidence,2025-02-16,1,NL,quantile,0.99,83.17173337118557
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.01,61.64769289360951
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.025,62.19184644268181
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.05,62.66362758017166
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.1,63.211934137050534
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.15,63.58453937971703
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.2,63.88221566307472
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.25,64.1386886154009
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.3,64.36987315376136
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.35,64.58483244898213
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.4,64.78946136910169
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.45,64.98804987574455
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.5,65.18407509512525
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.55,65.38068263034504
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.6,65.58105576548192
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.65,65.78879296679769
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.7,66.00841817290777
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.75,66.2462385919376
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.8,66.512056292030735
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.85,66.82322577921542
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.9,67.21678641306819
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.95,67.80430730531374
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.975,68.31799025955604
2025-02-19,ILI incidence,2025-02-23,2,NL,quantile,0.99,68.92008155250042
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.01,52.787992508777265
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.025,53.2589154218071
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.05,53.66723165540747
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.1,54.141809124818515
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.15,54.464329664071464
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.2,54.72200363104849
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.25,54.944018776623146
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.3,55.144149018466884
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.35,55.33023854359265
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.4,55.50738959600172
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.45,55.67931553190632
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.5,55.849026355829224
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.55,56.01924533274386
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.6,56.19272860968326
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.65,56.372592077783274
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.7,56.56275327181041
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.75,56.76867426185363
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.8,56.99884402945247
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.85,57.26829274201542
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.9,57.60909986268794
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.95,58.117897499865215
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.975,58.56277917613651
2025-02-19,ILI incidence,2025-03-02,3,NL,quantile,0.99,59.084261316842976
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.01,53.33953466332567
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.025,53.84486613968164
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.05,54.2832363451025
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.1,54.79299951513751
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.15,55.139587223476894
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.2,55.41657905122098
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.25,55.65530230683712
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.3,55.870543933993225
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.35,56.07072727257058
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.4,56.26133319923505
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.45,56.44635251991594
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.5,56.629022100079844
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.55,56.81227253828005
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.6,56.9990720204862
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.65,57.192778451023614
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.7,57.397616032407385
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.75,57.6194769595414
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.8,57.86752164104525
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.85,58.15797305368582
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.9,58.52546407386511
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.95,59.074344553196646
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.975,59.55451352097637
2025-02-19,ILI incidence,2025-03-09,4,NL,quantile,0.99,60.11764130459033
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.01,95.36205904649562
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.025,96.21823422705533
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.05,96.96067433046345
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.1,97.8236998566807
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.15,98.41027044339711
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.2,98.87894026844225
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.25,99.28277777539698
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.3,99.64682771317499
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.35,99.98535386245972
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.4,100.30763486177231
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.45,100.6204243609361
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.5,100.92919758380178
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.55,101.23890901277868
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.6,101.55457384089151
2025-02-19,ILI incidence,2025-02-16,1,NO,quantile,0.65,101.8818627919857
